accuracy,loss,val_accuracy,val_loss
0.25152385234832764,1.8441919088363647,0.017941124737262726,1.9491636753082275
0.2995036542415619,1.7768446207046509,0.34018462896347046,1.791675329208374
0.36925286054611206,1.6894456148147583,0.35516461730003357,1.7606313228607178
0.4013409912586212,1.6331485509872437,0.41700053215026855,1.7119534015655518
0.42058515548706055,1.600098729133606,0.44835394620895386,1.6074281930923462
0.4367816150188446,1.57252037525177,0.4507925510406494,1.5921255350112915
0.4482323229312897,1.547947645187378,0.43319979310035706,1.6463285684585571
0.45968303084373474,1.5272910594940186,0.47570109367370605,1.5512757301330566
0.4727882146835327,1.5063743591308594,0.466295063495636,1.5545698404312134
0.48402124643325806,1.4867725372314453,0.47657203674316406,1.4907382726669312
0.49164053797721863,1.4693546295166016,0.48475876450538635,1.554510235786438
0.5028300285339355,1.4516392946243286,0.45357951521873474,1.568335771560669
0.5111894607543945,1.4365134239196777,0.5295244455337524,1.4604859352111816
0.5205938816070557,1.4190007448196411,0.545897901058197,1.3715593814849854
0.5271682143211365,1.4077755212783813,0.5114091634750366,1.4672733545303345
0.5384012460708618,1.3906257152557373,0.5438076853752136,1.3824342489242554
0.5471090078353882,1.3770443201065063,0.5770771503448486,1.3639676570892334
0.5528126358985901,1.3621196746826172,0.5702839493751526,1.3901244401931763
0.5589515566825867,1.3497377634048462,0.48371362686157227,1.4889482259750366
0.568312406539917,1.337562918663025,0.5622713565826416,1.3762584924697876
0.5711424350738525,1.3280764818191528,0.5434593558311462,1.3817623853683472
0.5821577906608582,1.3117417097091675,0.6012889742851257,1.305971384048462
0.5890804529190063,1.2979164123535156,0.6160947680473328,1.2868112325668335
0.5929554104804993,1.286213755607605,0.6174882650375366,1.2763839960098267
0.6010536551475525,1.2735611200332642,0.573245108127594,1.3408325910568237
0.6080198287963867,1.2614619731903076,0.5978052616119385,1.321541666984558
0.617380678653717,1.2490403652191162,0.6086047887802124,1.2640584707260132
0.625043511390686,1.2350722551345825,0.6584218740463257,1.2000823020935059
0.6283524632453918,1.2261722087860107,0.6140045523643494,1.2957857847213745
0.6361894607543945,1.2105144262313843,0.5937989950180054,1.2875295877456665
0.6432862877845764,1.2005577087402344,0.6619055867195129,1.1723015308380127
0.649904191493988,1.1873338222503662,0.6812402009963989,1.1689244508743286
0.6573058366775513,1.177229404449463,0.6855948567390442,1.1751213073730469
0.6600052118301392,1.1674872636795044,0.6732276678085327,1.1589773893356323
0.6708899140357971,1.149559497833252,0.6322939991950989,1.229769229888916
0.6764193773269653,1.1416375637054443,0.6612088680267334,1.1945525407791138
0.6855625510215759,1.1269923448562622,0.7098066806793213,1.1039807796478271
0.6882184147834778,1.1192823648452759,0.6744469404220581,1.1557482481002808
0.6983629465103149,1.1063395738601685,0.6918655037879944,1.1294764280319214
0.7066788673400879,1.092200517654419,0.6984845995903015,1.117811918258667
0.7099442481994629,1.0823743343353271,0.6746211647987366,1.1488085985183716
0.7186084985733032,1.0700432062149048,0.7540498375892639,1.032220721244812
0.724486231803894,1.0578347444534302,0.7066712975502014,1.1078574657440186
0.7326715588569641,1.0442568063735962,0.7146838307380676,1.0848828554153442
0.7355450987815857,1.0362427234649658,0.7209545373916626,1.0802606344223022
0.744905948638916,1.0234873294830322,0.6944783329963684,1.1069310903549194
0.7472570538520813,1.0130542516708374,0.7552691102027893,1.0394186973571777
0.7557035684585571,1.0032488107681274,0.7160773277282715,1.1000038385391235
0.7632793188095093,0.9891583919525146,0.7683330178260803,1.0095289945602417
0.772335410118103,0.9788767695426941,0.7876676321029663,0.9903921484947205
0.7741205096244812,0.9673356413841248,0.7500435709953308,1.0504515171051025
0.781826913356781,0.9568066000938416,0.774777889251709,1.0102988481521606
0.7905781865119934,0.9439147710800171,0.7883644104003906,0.9819756150245667
0.7964124083518982,0.9350107908248901,0.7890611290931702,0.9914593696594238
0.8033350706100464,0.9236224889755249,0.8158857226371765,0.9356327056884766
0.8091692924499512,0.9117998480796814,0.8238982558250427,0.9215512275695801
0.8100400567054749,0.9067833423614502,0.7946350574493408,0.9713912606239319
0.8215778470039368,0.8919062614440918,0.7784358263015747,1.0139602422714233
0.8225792646408081,0.8842068314552307,0.7618881464004517,1.044147253036499
0.8311563730239868,0.8746953010559082,0.7690297961235046,1.03138267993927
0.8375130891799927,0.8614222407341003,0.8369622230529785,0.9094484448432922
0.8419540524482727,0.8575804829597473,0.7700749039649963,1.0389777421951294
0.8493991494178772,0.8445358872413635,0.8477616906166077,0.8828434348106384
0.8497474789619446,0.8388076424598694,0.8414910435676575,0.9045119881629944
0.8587164878845215,0.8276937007904053,0.8355687260627747,0.913999080657959
0.8648989796638489,0.8207820653915405,0.821982204914093,0.9395860433578491
0.8662051558494568,0.8132028579711914,0.801254153251648,0.9943324327468872
0.8743904829025269,0.8045936226844788,0.8597805500030518,0.8743403553962708
0.8791797161102295,0.7941962480545044,0.8554258942604065,0.8825206756591797
0.8816179037094116,0.7867100238800049,0.8733670115470886,0.8445078730583191
0.8863636255264282,0.7805601954460144,0.841316819190979,0.9265372157096863
0.8935040235519409,0.771172821521759,0.865180253982544,0.8638035655021667
0.8938522934913635,0.7667996883392334,0.8432328701019287,0.9224862456321716
0.8982932567596436,0.7593103647232056,0.8096150755882263,0.9950863122940063
0.9046934843063354,0.7518869638442993,0.8662254214286804,0.8694927096366882
0.9087426066398621,0.7444573640823364,0.8724960684776306,0.8518181443214417
0.9149686694145203,0.7337170839309692,0.8486326336860657,0.9080045223236084
0.9164489507675171,0.7297887802124023,0.8502002954483032,0.9099168181419373
