accuracy,loss,val_accuracy,val_loss
0.2474312037229538,1.8212532997131348,0.2530917823314667,1.7932449579238892
0.28078195452690125,1.7486227750778198,0.3790280520915985,1.613411545753479
0.3934604525566101,1.5572795867919922,0.43023863434791565,1.5076076984405518
0.4335162043571472,1.4609944820404053,0.46159204840660095,1.4186114072799683
0.464907705783844,1.3876259326934814,0.46943041682243347,1.3778071403503418
0.4927290081977844,1.3279650211334229,0.49399060010910034,1.3272061347961426
0.5091431736946106,1.2725646495819092,0.5204668045043945,1.2862682342529297
0.5242946743965149,1.2389471530914307,0.5260407328605652,1.253973364830017
0.5418408513069153,1.1971813440322876,0.5204668045043945,1.246425986289978
0.5611720681190491,1.154815673828125,0.5410207509994507,1.2053202390670776
0.5754963159561157,1.1153950691223145,0.5563490390777588,1.1839507818222046
0.5903430581092834,1.0783956050872803,0.5469430685043335,1.197510838508606
0.6061041355133057,1.0390700101852417,0.5471172332763672,1.2058579921722412
0.6183385848999023,1.0072237253189087,0.5528653264045715,1.1947802305221558
0.6314437389373779,0.9744678139686584,0.5540846586227417,1.1753851175308228
0.6383664011955261,0.9403644800186157,0.5587876439094543,1.1849427223205566
0.6566962599754333,0.905027449131012,0.5612262487411499,1.1836069822311401
0.6637930870056152,0.886846125125885,0.5598328113555908,1.198390245437622
0.6762887239456177,0.8477507829666138,0.55303955078125,1.2487763166427612
0.6862155795097351,0.8314307332038879,0.5556523203849792,1.2189966440200806
0.6966213583946228,0.7984121441841125,0.5549556016921997,1.2751957178115845
0.7064176201820374,0.7771769165992737,0.5573942065238953,1.2678866386413574
0.7180424928665161,0.7471705675125122,0.5680195093154907,1.2498928308486938
