accuracy,loss,val_accuracy,val_loss,learning_rate
0.2412486970424652,1.8398306369781494,0.24525344371795654,1.8354876041412354,0.0010000000474974513
0.26850399374961853,1.7671759128570557,0.2982058823108673,1.688894510269165,0.0010000000474974513
0.2859630882740021,1.732109785079956,0.3293851315975189,1.644297480583191,0.0010000000474974513
0.3192702829837799,1.6801167726516724,0.30604425072669983,1.7189667224884033,0.0010000000474974513
0.34125739336013794,1.6349122524261475,0.3285141885280609,1.63816237449646,0.0010000000474974513
0.3643765151500702,1.5947972536087036,0.3184114396572113,1.7080692052841187,0.0010000000474974513
0.37343260645866394,1.5649765729904175,0.3602159917354584,1.6008002758026123,0.0010000000474974513
0.3887147307395935,1.5384231805801392,0.38286012411117554,1.5239920616149902,0.0010000000474974513
0.3958550989627838,1.520392894744873,0.44138652086257935,1.4168694019317627,0.0010000000474974513
0.404649943113327,1.502122402191162,0.43023863434791565,1.4467848539352417,0.0010000000474974513
0.4099181592464447,1.4915807247161865,0.4419090747833252,1.4340518712997437,0.0010000000474974513
0.41562172770500183,1.4782848358154297,0.3891308009624481,1.5890718698501587,0.0010000000474974513
0.4206722378730774,1.447404384613037,0.4669918119907379,1.3545374870300293,0.0005000000237487257
0.42463427782058716,1.4409362077713013,0.45044416189193726,1.3956987857818604,0.0005000000237487257
0.4355189800262451,1.4243850708007812,0.4741334319114685,1.3519965410232544,0.0005000000237487257
0.4332984983921051,1.4294164180755615,0.4318062961101532,1.4542210102081299,0.0005000000237487257
0.4370863735675812,1.4229282140731812,0.481100857257843,1.3350085020065308,0.0005000000237487257
0.4402647018432617,1.4152412414550781,0.46768856048583984,1.3540781736373901,0.0005000000237487257
0.44183212518692017,1.4088213443756104,0.4784880578517914,1.321001648902893,0.0005000000237487257
0.4437042772769928,1.4083800315856934,0.46855947375297546,1.363580346107483,0.0005000000237487257
0.445141077041626,1.401328682899475,0.4744817912578583,1.3609007596969604,0.0005000000237487257
0.4535875916481018,1.3938449621200562,0.48597806692123413,1.3382151126861572,0.0005000000237487257
0.4550679326057434,1.3832100629806519,0.5070545077323914,1.2875171899795532,0.0002500000118743628
0.45789793133735657,1.3785507678985596,0.4966033697128296,1.3046164512634277,0.0002500000118743628
0.454719603061676,1.376189112663269,0.4774429500102997,1.3425281047821045,0.0002500000118743628
0.4587251842021942,1.371059536933899,0.4932938516139984,1.3142379522323608,0.0002500000118743628
0.4612939655780792,1.366270661354065,0.5094931125640869,1.2747701406478882,0.0001250000059371814
0.45968303084373474,1.3677215576171875,0.5107124447822571,1.266867995262146,0.0001250000059371814
0.4601184129714966,1.3631325960159302,0.5164605379104614,1.2649195194244385,0.0001250000059371814
0.46595263481140137,1.3533207178115845,0.5108866095542908,1.2704001665115356,0.0001250000059371814
0.4587251842021942,1.3522827625274658,0.49207454919815063,1.3195306062698364,0.0001250000059371814
0.4632532298564911,1.3510650396347046,0.5086221694946289,1.2715996503829956,0.0001250000059371814
0.4673023223876953,1.3555946350097656,0.4993903636932373,1.2915631532669067,6.25000029685907e-05
0.46464645862579346,1.350131630897522,0.5039191842079163,1.2797261476516724,6.25000029685907e-05
0.46595263481140137,1.3511072397232056,0.5176798701286316,1.2605671882629395,6.25000029685907e-05
0.4645158350467682,1.351016879081726,0.506706178188324,1.2809913158416748,6.25000029685907e-05
0.4712643623352051,1.3486164808273315,0.50409334897995,1.2837616205215454,6.25000029685907e-05
0.46647509932518005,1.3446242809295654,0.5162863731384277,1.2578903436660767,6.25000029685907e-05
0.4718303680419922,1.3466418981552124,0.5072287321090698,1.2761930227279663,6.25000029685907e-05
0.46995821595191956,1.3428544998168945,0.5021772980690002,1.2744269371032715,6.25000029685907e-05
0.4726140797138214,1.341422200202942,0.5110607743263245,1.2734214067459106,6.25000029685907e-05
0.4698275923728943,1.345550298690796,0.5105382204055786,1.279105305671692,3.125000148429535e-05
0.47466039657592773,1.3387925624847412,0.5150670409202576,1.2679158449172974,3.125000148429535e-05
0.464907705783844,1.3417942523956299,0.5121058821678162,1.2716357707977295,3.125000148429535e-05
0.4715256094932556,1.3350934982299805,0.5138477683067322,1.2634080648422241,1.5625000742147677e-05
0.4720916152000427,1.338815689086914,0.5138477683067322,1.2594152688980103,1.5625000742147677e-05
